tweet,label
RT   Sometimes I listen   revisit them old albums often as I can   skim through all them bitches to make sure I keep up with ,0
RT   Farra from teen mom has 2 sex tapes on pornhub lmao hoe ass ,1
RT   Day 2 of FXX Simpsons marathon    Dog Gets an F to   Exit to Springfield   be the best consecutive 24 ho ,0
RT    I almost ran this fine red bitch over . Damn + lol ,1
RT     they trash though ? ,0
"RT   Criticize Amanda for saying the n word , sure , but do n't make jokes about her sexual assault , do n't be trash . ",0
RT   50 shades of shut your bitch ass up ,1
RT   Meet me and my bitches   ,1
RT    I know bitches who sell pussy for 3.5 's ,1
RT   bitch do I entertain you ? Cause you always seem to be in my business ,1
RT   Jessica ass do nt need no more liquior   when the bitch drinks she forgets everything the very next day   it never fa ,1
RT   u ai n't sailor moon bitch ,1
RT   Fuck the Islamic State We will kill those cunts ,1
RT   Instagram needs to stop being a bitch ,1
RT   I hate a bitch that constantly call herself ugly . That shit is so annoying man ,1
RT   Nah bitch you ai n't just gone go off on me and just want me back 5 minutes later . I 'm playing 2k until further notice ,1
RT   Pussy niggas do n't get no pussy nigga ,1
RT   When the neighborhood freak throw you some pussy and you do n't catch it ,0
RT   I watched my followers drop like flies when they started seeing shit that made them upset lol take salt bitch ,1
"RT   My momma talm bout ' these kids party more than their parents '   TF duh , why would you think it 's ok for you to pussy pop at ",1
RT    New York bitches be like      LMFAOO   ,1
RT   I drove my daughter 's guinea pig to the vet 's this morning . I 'm quite handy with my new Callaway golf clubs . ,0
RT   fuckin skyler white is such a bitch ,0
"RT   Happy Monday bitches . Just wanted you to know , yes you can Do n't ever fucking forget how amazing and strong you are . ",1
RT   Over - thinking can and will fuck up the simplest things . Lighten up bitches . ,1
RT     well ai n't this bout a bitch ...    BRUH ,1
RT   Quan helps everyone out with random questions and computer stuff but no one can oop him GRs ? Something ai n't right abo ,0
"RT   If you brush off a guys compliment just because you have a boyfriend , you 're a bitch ",1
"RT   Pissed in shower , now checking for yellow legs . ",0
"RT   Now Call Down Your Dark and Your Cold and Be Damned , Charlie Brown ",0
"RT   For lots of great oldies , check out Memories and More , with Yankee Rose , today from 100 PM to 400 PM Eastern ",0
RT    Lol this is why I do n't fuck with so many bitches call her a bitch ,1
RT    I have no hoes man . I do n't need those though   I need to pick mines back up ,1
"RT    Text someone That pussy was so good   Sorry , wrong number and quote this with their response . ",1
RT   If that 's what makes these fat bitches sleep at night ,1
"RT     shit nigga do n't complain . Now you got room for hella nudes from hoes Trueeee , I 'll hy ",1
RT    On boys i m a retard sometimes all the time * ,0
RT    bitch spoil me ,1
RT   U a nurse     you a clown boy You music is trash .... I dare you say something back I bury your Bit ,0
"RT   I think Imma patent disposable douche , in ketchup type packages . Bitches can be sanitary and discreet . For the hoe on - the ",1
RT   Trey Songz reply to Nicki Minaj   ... That nigga spoke the truth on looking ass bitches lmao ... I knew someone was gon na ,0
RT   The P72 Derek Jeter used to hit the walk - off single in his final   Stadium at - bat . ( Images via ) htt ,0
RT   once at a gradeschool dance i tried to do the worm to impress this bitch and i slammed my dick on the unforgiving ceramic ,1
"RT    poly ratchets .. Ca n't stand poly bitches in general   they loud , annoying , and they talk too much .. ",1
"RT     I SANG FOR YOU , YOU NAZI ",0
RT   A hoe gone be a hoe ,1
RT   Swear these hoes ai n't got nothing on me ,1
"RT   i hate a bitch that think she the shit , bitch you basic as the fuck ",1
RT   mayonnaise colored benz i push miracle whips ,0
RT   Llamf cumin wit better bars already bitch boiz   y all dun fukd all da way up ,1
"RT   now 5sos is starting to tweet the hashtag , they 're trash   ",0
RT    i only rted alex ramos aka trash to gain followers ,0
RT   I got called a faggot for buying girl toms so now I 'm gon na fuck that person in the ass ,1
RT   I 'm only back cause I do n't wanna see the boys lose to trash ,0
RT   idkmadz tbh I 've seen you in recess at the monkey bars but I was too busy getting beat up lol   we should talk more rate ,0
RT    beef ? Bitch ur pussy smell like beef ,1
RT    crank that shitty pussy yuuuuuuuuuaaaaaaa ,1
RT    ur pussy smell like dumpster juice ,0
RT   Ai n't got time for stupid bitches ,1
RT   K Michelle pussy smell like shit ,1
RT   The only things you need in life are comfy shirts and Oreos ,0
RT    bitch you gorgeous ,1
"RT   I got Twitter , Facebook ,   Instagram .. The Fuk Yuh Mean send u a pic ? .. bitch you better Download my avi ",1
"RT   Yankees did n't want Russell Martin , so he signed with the Pirates 2 years ago . Pirates have made back - to - back postseasons ",0
"RT   Dani Alves uses his new gray hair to talk himself out of a yellow card , telling the referee , I am but a humble senior ",0
RT   It 's a bird ... It 's a plane ... It 's SuperManu ,0
RT   Do n't got a problem smacking a bitch ,1
RT   Fuck da Opps 1x Fuck dear hoes 3x ,1
"RT   It 's a bird It 's a plane It 's a boat No ... It 's , it 's ... a flying human ?    ",0
RT   I wanna be the reason u look down at your phone   smile then a car run yo ass over hoe ,1
RT   Paybacks a bitch it really is ,1
RT   Do n't eat pussy until she show you the Vagfax ,1
RT   Fucking nosey ass bitch I swear lol ,1
RT   Hope you got what you wanted bitch . ,1
RT   Rt * nigga * bitch * him   ' I will never date a female with another niggah name on her lol . Wtf . ,0
RT   I have yet to master the art of eating a powdered donut without looking like I just left Charlie Sheen 's house . ,0
"RT   I 'm a star jones man myself , I love that big bitch ",1
RT   Here come wiggas soft tweets .. ,0
RT   White ppl will call Mexicans beaners and claim they taking their jobs but have sugar skull tattoos - ( ,1
RT   If a tree falls in the woods and nobody is around does it make any noise ? If NJ blows away and only trash live the ... ,0
RT   Naw deez ai n't no 24s hoe u gota add 4 mo ... ,1
RT    My stroke game stale so I got ta eat the pussy like a husky dike . ,1
RT   M bids for most social Christmas yet with   the Fairies campaign    ,0
"RT   I 'm gon na rock out with my cock out , and you 're gon na jam out with your clam out ",1
RT   Hoes be like go talk to one of your hoes .... I be like you are one of my hoes ,1
RT    I know cunt nugget ,1
RT       Charlie understood   how to keep those percentages   lower .. ,0
RT   her pussy stay wet when she s around me got ta lick it till she wetter then never before ,1
RT   lohanthony is such a little bitch he does nt even like the girls and he gets followed i dedicate my life to them and i ge ,1
RT   a loyal girl really truly does come with a smart mouth and arguments . only a hoe will let you do as you please cause she g ,1
"RT      Once again , birds of a feather .... ",0
RT    I have a pink fuzzy one   a silky silver one . Bathrobes are a wonderful thing ,0
RT   Spider - Man was a bitch highkey tho ,1
RT   Buy me double stuffed Oreos and you can be my boyfriend ,0
RT   Cumming in her pussy was love ,1
"RT   Yeah I checked my connection , I have fucking wifi . Did you check if you were being a lil bitch nigga ? ",1
RT   So City Lights is a Charlie Chaplin movie by    via ,0
RT   momma dee ai n't loyal . you ai n't pose to tell his main bitch bout his side bitches ,1
RT   y all niggas is hoes . ,1
RT   when his hoes thought it was over ,1
"RT   i hate hype ass bitches , like ... it 's too early for you to be all loud sit tf down somewhere . ",1
RT    awwww my niggar thank you so much sure means a lot ,1
"RT   no need to compete with other women there 's only one of me , and shit ... i m that bitch ",1
RT     you the whitest person on my TL but you always so ghetto . I m sick of it ,0
RT   I wear beanies all winter long So no bandanas till summer ,0
RT   I 'm having a date at Yankee Field then getting kiss cam .. ,0
RT    You are the biggest two faced bitch I have ever met . You wo n't   her ,1
RT   People beg to see women 's bodies but the minute they 're seen that woman is now a hoe oh okay ,1
"RT   When a sideline hoe gets mad , BITCH SHUT UP You was okay with being second ALL this time , now all of sudden it 's a probl ",1
RT   Bitches tweets be like ... I wanna suck some dick   then be like ... Chill it 's just a song   bitch what song is ,1
RT   I be so confused when y' all be tweeting I wanna bitch that can roll my weed   all night with like wtf kind of standards ,1
RT   Little bitch ,0
RT    that hoe so icy ,1
RT   Some of you hoes got so much to say with so little ,0
RT   Latina pussy be like ,1
RT   what are you twelveyeah on a scale of one to tenbitch ,1
RT   my score on flappy bird is higher than the broncos score right now ,0
RT   why be negative when you can be positive fucking smile you beautiful bitch ,1
RT   Trust no bitch ,0
"RT   Stuff broke loose , must not panic and share GIF instead ",0
"RT   so many hoes , it should be an ethnicity ",1
RT    out here sending hoes clean off fse ,1
RT   I was nt put on earth for a bitch not to like me I damn for sure dgaffff ,1
RT   Charlie Crist Leads Rick Scott In a Florida Governor 's Race Where Every Vote Will Matter ,0
RT   Bae If I win you do n't get no pussy tonight Me Shiiiiiit ...   ,0
"RT   Prime suspect of   murder is 23yo British Jihadi who , wait for it ... declared his allegiance to Anonymous ' ",0
"RT     It used to be a shame to be hoeprostitute , with social media they call it hustling lol ",1
RT    he trash tbh ,0
RT   If I were to say be my girlfriend would you believe that I dropped all my hoes for you ? ,1
"RT   Ohioans clowned on Kid like , It 's sooo warm here What the fuck is wrong with Minnesota ? Well that bitch Karma teamed wit ",1
RT    They sound like soulless cunts ,0
RT    your 1516 ACT like your those ages not like your 20 . Its not cute . That awk moment when I thought this tweet was abo ,0
"RT   If you think your mans cheating , you take him to that bitches house and see if his wifi connects ",1
RT   Dolph in this hoe ... Bout to rock dj holiday show ,1
RT     ew she 's so ugly who is that hoe ,0
RT   My pussy popz Severely ,1
"RT   Flavaaaaa in ya ear , that hoe live lol ",0
RT   Ya lil dumb ass bitch ian fwy ,1
RT   Ha ha real name is Ha'Sean   where y' all get these ghetto ass names from ? ,0
RT   ready to make today my bitch . ,1
"RT   in the trash , i hope .   just dropped four new songs ",0
RT   Alex Rodriguez you lucky only the Ryan Dempster hit you . I going to get my camel to break your neck you son of a bitch ,1
RT   Justin Bieber win Oscar for suck my balls you dead dog midget dick son of a bitch ,0
